DocType: Purchase Order Item,Expected Delivery Date,Fecha Esperada de Envio
DocType: Product Bundle,Parent Item,Artículo Principal
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +98,Software Developer,Desarrollador de Software
DocType: Item,Website Item Groups,Grupos de Artículos del Sitio Web
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +110,Marketing Expenses,Gastos de Comercialización
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +99,"Cannot declare as lost, because Quotation has been made.","No se puede declarar como perdido , porque la cotización ha sido hecha."
DocType: Leave Allocation,New Leaves Allocated,Nuevas Vacaciones Asignadas
apps/erpnext/erpnext/utilities/user_progress.py +252,user@example.com,user@example.com
DocType: BOM Explosion Item,Source Warehouse,fuente de depósito
apps/erpnext/erpnext/public/js/templates/contact_list.html +34,No contacts added yet.,No se han añadido contactos todavía
apps/erpnext/erpnext/accounts/doctype/account/account.py +163,Root Type is mandatory,Tipo Root es obligatorio
DocType: Patient Appointment,Scheduled,Programado
DocType: Salary Component,Depends on Leave Without Pay,Depende de ausencia sin pago
apps/erpnext/erpnext/accounts/report/accounts_receivable_summary/accounts_receivable_summary.py +34,Total Paid Amt,Total Pagado Amt
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +16,'Days Since Last Order' must be greater than or equal to zero,'Días desde el último pedido' debe ser mayor o igual a cero
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +1161,For Warehouse,Por almacén
,Purchase Order Items To Be Received,Productos de la Orden de Compra a ser Recibidos
DocType: Notification Control,Delivery Note Message,Mensaje de la Nota de Entrega
DocType: Purchase Invoice Item,Raw Materials Supplied Cost,Coste materias primas suministradas
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +578,Row No {0}: Amount cannot be greater than Pending Amount against Expense Claim {1}. Pending Amount is {2},linea No. {0}: El importe no puede ser mayor que el reembolso pendiente {1}. El importe pendiente es {2}
DocType: Item,Synced With Hub,Sincronizado con Hub
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +32,Cost Center with existing transactions can not be converted to ledger,Centro de Costos de las transacciones existentes no se puede convertir en el libro mayor
apps/erpnext/erpnext/public/js/controllers/transaction.js +1389,Please enter Item Code to get batch no,"Por favor, ingrese el código del producto para obtener el No. de lote"
apps/erpnext/erpnext/buying/doctype/supplier/supplier.py +49,Series is mandatory,Serie es obligatorio
,Item Shortage Report,Reportar carencia de producto
DocType: Sales Invoice,Rate at which Price list currency is converted to customer's base currency,Grado en el que la lista de precios en moneda se convierte en la moneda base del cliente
DocType: Stock Entry,Sales Invoice No,Factura de Venta No
DocType: HR Settings,Don't send Employee Birthday Reminders,En enviar recordatorio de cumpleaños del empleado
,Ordered Items To Be Delivered,Artículos pedidos para ser entregados
apps/erpnext/erpnext/config/accounts.py +543,Point-of-Sale Profile,Perfiles del Punto de Venta POS
apps/erpnext/erpnext/stock/doctype/price_list/price_list.py +14,Price List must be applicable for Buying or Selling,la lista de precios debe ser aplicable para comprar o vender
DocType: Purchase Invoice Item,Serial No,Números de Serie
,Bank Reconciliation Statement,Extractos Bancarios
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +506,{0} is mandatory for Item {1},{0} es obligatorio para el producto {1}
DocType: Item,Copy From Item Group,Copiar de Grupo de Elementos
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +187,{0} ({1}) cannot be greater than planned quanitity ({2}) in Production Order {3},{0} ({1}) no puede ser mayor que cantidad planificada ({2}) en la Orden de Producción {3}
apps/erpnext/erpnext/hr/doctype/employee/employee.py +132,Date of Joining must be greater than Date of Birth,Fecha de acceso debe ser mayor que Fecha de Nacimiento
DocType: Buying Settings,Settings for Buying Module,Ajustes para la compra de módulo
DocType: Sales Person,Sales Person Targets,Metas de Vendedor
apps/erpnext/erpnext/config/setup.py +42,Standard contract terms for Sales or Purchase.,Condiciones contractuales estándar para ventas y compras.
DocType: Clinical Procedure Item,Actual Qty (at source/target),Cantidad Actual (en origen/destino)
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +70,Privilege Leave,Permiso con Privilegio
DocType: Cost Center,Stock User,Foto del usuario
DocType: Purchase Taxes and Charges,On Previous Row Amount,En la Fila Anterior de Cantidad
DocType: Appraisal Goal,Weightage (%),Coeficiente de ponderación (% )
DocType: Serial No,Creation Time,Momento de la creación
DocType: Stock Entry,Default Source Warehouse,Origen predeterminado Almacén
DocType: Sales Taxes and Charges Template,Sales Taxes and Charges Template,Plantilla de Cargos e Impuestos sobre Ventas
DocType: Employee,Educational Qualification,Capacitación Académica
DocType: Cashier Closing,From Time,Desde fecha
DocType: Employee,Health Concerns,Preocupaciones de salud
DocType: Landed Cost Item,Purchase Receipt Item,Recibo de Compra del Artículo
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.py +25,Name or Email is mandatory,Nombre o Email es obligatorio
apps/erpnext/erpnext/setup/doctype/company/delete_company_transactions.py +19,Transactions can only be deleted by the creator of the Company,Las transacciones sólo pueden ser borrados por el creador de la Compañía
DocType: Cost Center,Parent Cost Center,Centro de Costo Principal
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +26,Loans and Advances (Assets),Préstamos y anticipos (Activos)
apps/erpnext/erpnext/hooks.py +115,Shipments,Los envíos
apps/erpnext/erpnext/controllers/buying_controller.py +196,Please enter 'Is Subcontracted' as Yes or No,"Por favor, introduzca si 'Es Subcontratado' o no"
apps/erpnext/erpnext/setup/doctype/company/company.py +56,Abbreviation already used for another company,La Abreviación ya está siendo utilizada para otra compañía
DocType: Purchase Order Item Supplied,Purchase Order Item Supplied,Orden de Compra del Artículo Suministrado
DocType: Selling Settings,Sales Order Required,Orden de Ventas Requerida
DocType: Request for Quotation Item,Required Date,Fecha Requerida
DocType: Manufacturing Settings,Allow Overtime,Permitir horas extras
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +154,Reference No is mandatory if you entered Reference Date,Referencia No es obligatorio si introdujo Fecha de Referencia
DocType: Pricing Rule,Pricing Rule,Reglas de Precios
DocType: Project Task,View Task,Vista de tareas
apps/erpnext/erpnext/stock/doctype/stock_settings/stock_settings.py +26,`Freeze Stocks Older Than` should be smaller than %d days.,`Congelar Inventarios Anteriores a` debe ser menor que %d días .
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +91,Purchase Order number required for Item {0},Número de la Orden de Compra se requiere para el elemento {0}
apps/erpnext/erpnext/config/setup.py +83,Create rules to restrict transactions based on values.,Crear reglas para restringir las transacciones basadas en valores .
DocType: Purchase Order Item Supplied,Raw Material Item Code,Materia Prima Código del Artículo
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +1156,Supplier Quotation,Cotizaciónes a Proveedores
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py +29,Activity Cost exists for Employee {0} against Activity Type - {1},Existe un costo de actividad para el empleado {0} contra el tipo de actividad - {1}
DocType: Sales Person,Set targets Item Group-wise for this Sales Person.,Establecer objetivos artículo grupo que tienen para este vendedor.
DocType: Stock Entry,Total Value Difference (Out - In),Diferencia  (Salidas - Entradas)
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js +648,BOM and Manufacturing Quantity are required,Se requiere la lista de materiales (LdM) y cantidad a fabricar.
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +622,Product Bundle,Conjunto/Paquete de productos
DocType: Material Request,Requested For,Solicitados para
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +396,{0} against Sales Invoice {1},{0} contra Factura de Ventas {1}
DocType: Production Plan,Select Items,Seleccione Artículos
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +257,Row {0}: {1} {2} does not match with {3},Fila {0}: {1} {2} no coincide con {3}
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +391,Quality Management,Gestión de la Calidad
apps/erpnext/erpnext/config/manufacturing.py +62,Details of the operations carried out.,Los detalles de las operaciones realizadas.
DocType: Quality Inspection Reading,Quality Inspection Reading,Lectura de Inspección de Calidad
DocType: Purchase Invoice Item,Net Amount (Company Currency),Importe neto (moneda de la compañía)
DocType: Sales Order,Track this Sales Order against any Project,Seguir este de órdenes de venta en contra de cualquier proyecto
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +42,"Selling must be checked, if Applicable For is selected as {0}","Ventas debe ser seleccionado, si se selecciona Aplicable Para como {0}"
DocType: Selling Settings,Maintain Same Rate Throughout Sales Cycle,Mantener misma tasa durante todo el ciclo de ventas
DocType: Employee External Work History,Salary,Salario
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +152,Stock Liabilities,Inventario de Pasivos
DocType: Shipping Rule,Shipping Rule Label,Regla Etiqueta de envío
apps/erpnext/erpnext/stock/doctype/item/item.js +57,This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set,Este artículo es una plantilla y no se puede utilizar en las transacciones. Atributos artículo se copiarán en las variantes menos que se establece 'No Copy'
DocType: Target Detail,Target  Amount,Monto Objtetivo
,S.O. No.,S.O. No.
DocType: Expense Claim Detail,Sanctioned Amount,importe sancionado
DocType: Account,"If the account is frozen, entries are allowed to restricted users.","Si la cuenta está congelada , las entradas se les permite a los usuarios restringidos."
DocType: Sales Invoice,Sales Taxes and Charges,Los impuestos y cargos de venta
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +46,Warehouse {0} can not be deleted as quantity exists for Item {1},Almacén {0} no se puede eliminar mientras exista cantidad de artículo {1}
DocType: Salary Slip,Bank Account No.,Número de Cuenta Bancaria
DocType: Shipping Rule,Shipping Account,cuenta Envíos
DocType: Item Group,Parent Item Group,Grupo Principal de Artículos
DocType: Serial No,Warranty Period (Days),Período de garantía ( Días)
DocType: Selling Settings,Campaign Naming By,Nombramiento de la Campaña Por
DocType: Material Request,Terms and Conditions Content,Términos y Condiciones Contenido
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +233,Serial No {0} does not belong to Warehouse {1},Número de orden {0} no pertenece al Almacén {1}
DocType: Shopping Cart Shipping Rule,Shopping Cart Shipping Rule,Compras Regla de envío
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.js +37,Make Payment Entry,Registrar pago
DocType: Maintenance Schedule Detail,Scheduled Date,Fecha prevista
DocType: Material Request,% Ordered,% Pedido
apps/erpnext/erpnext/projects/doctype/task/task.py +41,'Expected Start Date' can not be greater than 'Expected End Date',La 'Fecha de inicio estimada' no puede ser mayor que la 'Fecha de finalización estimada'
DocType: UOM Conversion Detail,UOM Conversion Detail,Detalle de Conversión de Unidad de Medida
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +76,"To filter based on Party, select Party Type first","Para filtrar en base a la fiesta, seleccione Partido Escriba primero"
DocType: Delivery Stop,Contact Name,Nombre del Contacto
DocType: Quotation,Quotation Lost Reason,Cotización Pérdida Razón
DocType: Monthly Distribution,Monthly Distribution Percentages,Los porcentajes de distribución mensuales
apps/erpnext/erpnext/config/maintenance.py +12,Plan for maintenance visits.,Plan para las visitas de mantenimiento.
,SO Qty,SO Cantidad
DocType: Shopping Cart Settings,Quotation Series,Serie Cotización
apps/erpnext/erpnext/selling/report/customer_acquisition_and_loyalty/customer_acquisition_and_loyalty.py +60,New Customer Revenue,Ingresos de nuevo cliente
